trust,region,year,month,month_name,period,attendances,admissions,breaches,perf_4hr_pct,breach_rate_pct,admission_rate_pct,median_wait_mins,ambulance_handover_delay_pct,prev_month_perf,prev_month_breach,rolling_3m_att,att_growth_pct,is_winter,is_covid_period
Royal Free London,London,2020,11,Nov,2020-11,13823,3373,2960,78.6,21.4,24.4,136.0,9.8,79.7,20.3,12249.0,9.12,1,0
Royal Free London,London,2020,12,Dec,2020-12,14099,4039,3189,77.4,22.6,28.7,129.0,9.1,78.6,21.4,13530.0,2.0,1,0
Royal Free London,London,2021,1,Jan,2021-01,15043,3618,4888,67.5,32.5,24.1,200.0,12.3,77.4,22.6,14322.0,6.7,1,0
Royal Free London,London,2021,2,Feb,2021-02,13957,4306,4402,68.5,31.5,30.9,182.0,11.1,67.5,32.5,14366.0,-7.22,1,0
Royal Free London,London,2021,3,Mar,2021-03,14287,4011,3949,72.4,27.6,28.1,146.0,11.9,68.5,31.5,14429.0,2.36,0,0
Royal Free London,London,2021,4,Apr,2021-04,12735,3400,3261,74.4,25.6,26.7,154.0,10.1,72.4,27.6,13660.0,-10.86,0,0
Royal Free London,London,2021,5,May,2021-05,12098,3310,2729,77.4,22.6,27.4,113.0,8.2,74.4,25.6,13040.0,-5.0,0,0
Royal Free London,London,2021,6,Jun,2021-06,12825,3261,2950,77.0,23.0,25.4,147.0,8.4,77.4,22.6,12553.0,6.01,0,0
Royal Free London,London,2021,7,Jul,2021-07,13340,3680,3218,75.9,24.1,27.6,123.0,8.3,77.0,23.0,12754.0,4.02,0,0
Royal Free London,London,2021,8,Aug,2021-08,14636,3710,4067,72.2,27.8,25.3,116.0,8.5,75.9,24.1,13600.0,9.72,0,0
Royal Free London,London,2021,9,Sep,2021-09,13066,3343,3283,74.9,25.1,25.6,117.0,7.8,72.2,27.8,13681.0,-10.73,0,0
Royal Free London,London,2021,10,Oct,2021-10,13638,4216,3769,72.4,27.6,30.9,132.0,7.7,74.9,25.1,13780.0,4.38,0,0
Royal Free London,London,2021,11,Nov,2021-11,14674,4250,4354,70.3,29.7,29.0,154.0,7.7,72.4,27.6,13793.0,7.6,1,0
Royal Free London,London,2021,12,Dec,2021-12,14279,3708,4373,69.4,30.6,26.0,167.0,8.0,70.3,29.7,14197.0,-2.69,1,0
Royal Free London,London,2022,1,Jan,2022-01,14820,3696,5248,64.6,35.4,24.9,185.0,13.0,69.4,30.6,14591.0,3.79,1,0
Royal Free London,London,2022,2,Feb,2022-02,14655,4320,5408,63.1,36.9,29.5,156.0,14.5,64.6,35.4,14585.0,-1.11,1,0
Royal Free London,London,2022,3,Mar,2022-03,14512,4026,4757,67.2,32.8,27.7,186.0,10.8,63.1,36.9,14662.0,-0.98,0,0
Royal Free London,London,2022,4,Apr,2022-04,13400,3530,3743,72.1,27.9,26.4,138.0,12.3,67.2,32.8,14189.0,-7.66,0,0
Royal Free London,London,2022,5,May,2022-05,13200,3586,3693,72.0,28.0,27.2,123.0,12.5,72.1,27.9,13704.0,-1.49,0,0
Royal Free London,London,2022,6,Jun,2022-06,12756,3313,3596,71.8,28.2,26.0,123.0,9.3,72.0,28.0,13119.0,-3.36,0,0
Royal Free London,London,2022,7,Jul,2022-07,14631,4103,4651,68.2,31.8,28.0,160.0,9.1,71.8,28.2,13529.0,14.7,0,0
Royal Free London,London,2022,8,Aug,2022-08,14402,3717,4460,69.0,31.0,25.8,176.0,8.4,68.2,31.8,13930.0,-1.57,0,0
Royal Free London,London,2022,9,Sep,2022-09,12793,3916,3472,72.9,27.1,30.6,125.0,9.9,69.0,31.0,13942.0,-11.17,0,0
Royal Free London,London,2022,10,Oct,2022-10,13839,4106,4565,67.0,33.0,29.7,217.0,9.1,72.9,27.1,13678.0,8.18,0,0
Royal Free London,London,2022,11,Nov,2022-11,14080,3908,4459,68.3,31.7,27.8,156.0,9.6,67.0,33.0,13571.0,1.74,1,0
Royal Free London,London,2022,12,Dec,2022-12,14947,4354,5192,65.3,34.7,29.1,220.0,10.9,68.3,31.7,14289.0,6.16,1,0
Royal Free London,London,2023,1,Jan,2023-01,15716,4218,6346,59.6,40.4,26.8,166.0,17.0,65.3,34.7,14914.0,5.14,1,0
Royal Free London,London,2023,2,Feb,2023-02,15411,4349,6013,61.0,39.0,28.2,170.0,13.9,59.6,40.4,15358.0,-1.94,1,0
Royal Free London,London,2023,3,Mar,2023-03,14529,4494,5296,63.5,36.5,30.9,195.0,12.0,61.0,39.0,15219.0,-5.72,0,0
Royal Free London,London,2023,4,Apr,2023-04,13503,3604,4703,65.2,34.8,26.7,178.0,11.8,63.5,36.5,14481.0,-7.06,0,0
Royal Free London,London,2023,5,May,2023-05,13235,3912,4245,67.9,32.1,29.6,192.0,10.3,65.2,34.8,13756.0,-1.98,0,0
Royal Free London,London,2023,6,Jun,2023-06,13683,3498,4592,66.4,33.6,25.6,188.0,10.3,67.9,32.1,13474.0,3.38,0,0
Royal Free London,London,2023,7,Jul,2023-07,13744,3790,4593,66.6,33.4,27.6,184.0,14.5,66.4,33.6,13554.0,0.45,0,0
Royal Free London,London,2023,8,Aug,2023-08,14798,3695,4966,66.4,33.6,25.0,192.0,14.0,66.6,33.4,14075.0,7.67,0,0
Royal Free London,London,2023,9,Sep,2023-09,13304,3539,4276,67.9,32.1,26.6,161.0,11.0,66.4,33.6,13949.0,-10.1,0,0
Royal Free London,London,2023,10,Oct,2023-10,13509,3472,4531,66.5,33.5,25.7,218.0,14.5,67.9,32.1,13870.0,1.54,0,0
Royal Free London,London,2023,11,Nov,2023-11,14417,4363,5495,61.9,38.1,30.3,218.0,13.0,66.5,33.5,13743.0,6.72,1,0
Royal Free London,London,2023,12,Dec,2023-12,15041,4333,5927,60.6,39.4,28.8,173.0,15.2,61.9,38.1,14322.0,4.33,1,0
Royal Free London,London,2024,1,Jan,2024-01,15356,4100,6114,60.2,39.8,26.7,178.0,12.8,60.6,39.4,14938.0,2.09,1,0
Royal Free London,London,2024,2,Feb,2024-02,15224,3858,5668,62.8,37.2,25.3,175.0,15.9,60.2,39.8,15207.0,-0.86,1,0
Royal Free London,London,2024,3,Mar,2024-03,14439,4048,4943,65.8,34.2,28.0,219.0,10.4,62.8,37.2,15006.0,-5.16,0,0
Royal Free London,London,2024,4,Apr,2024-04,13629,3850,4109,69.9,30.1,28.3,161.0,11.6,65.8,34.2,14431.0,-5.61,0,0
Royal Free London,London,2024,5,May,2024-05,12698,3704,3698,70.9,29.1,29.2,119.0,12.2,69.9,30.1,13589.0,-6.83,0,0
Royal Free London,London,2024,6,Jun,2024-06,13063,3556,3741,71.4,28.6,27.2,120.0,7.8,70.9,29.1,13130.0,2.87,0,0
Royal Free London,London,2024,7,Jul,2024-07,15069,3826,5006,66.8,33.2,25.4,178.0,12.3,71.4,28.6,13610.0,15.36,0,0
Royal Free London,London,2024,8,Aug,2024-08,15011,3907,5105,66.0,34.0,26.0,171.0,10.2,66.8,33.2,14381.0,-0.38,0,0
Royal Free London,London,2024,9,Sep,2024-09,13339,3404,3961,70.3,29.7,25.5,127.0,9.7,66.0,34.0,14473.0,-11.14,0,0
Royal Free London,London,2024,10,Oct,2024-10,14377,4255,4413,69.3,30.7,29.6,171.0,8.2,70.3,29.7,14242.0,7.78,0,0
Royal Free London,London,2024,11,Nov,2024-11,14738,4059,5297,64.1,35.9,27.5,206.0,14.7,69.3,30.7,14151.0,2.51,1,0
Royal Free London,London,2024,12,Dec,2024-12,15939,4592,5989,62.4,37.6,28.8,175.0,10.5,64.1,35.9,15018.0,8.15,1,0
Salford Royal NHS FT,North West,2018,2,Feb,2018-02,10004,2491,1662,83.4,16.6,24.9,88.0,3.4,83.4,16.6,10072.0,-1.33,1,0
Salford Royal NHS FT,North West,2018,3,Mar,2018-03,9542,2809,1383,85.5,14.5,29.4,83.0,3.1,83.4,16.6,9895.0,-4.62,0,0
Salford Royal NHS FT,North West,2018,4,Apr,2018-04,8664,2510,830,90.4,9.6,29.0,58.0,3.5,85.5,14.5,9403.0,-9.2,0,0
Salford Royal NHS FT,North West,2018,5,May,2018-05,8265,2369,648,92.1,7.9,28.7,54.0,3.3,90.4,9.6,8824.0,-4.61,0,0
Salford Royal NHS FT,North West,2018,6,Jun,2018-06,8544,2155,719,91.6,8.4,25.2,64.0,1.4,92.1,7.9,8491.0,3.38,0,0
Salford Royal NHS FT,North West,2018,7,Jul,2018-07,9614,2760,1026,89.3,10.7,28.7,97.0,6.1,91.6,8.4,8808.0,12.52,0,0
Salford Royal NHS FT,North West,2018,8,Aug,2018-08,9392,2417,1264,86.5,13.5,25.7,110.0,4.0,89.3,10.7,9183.0,-2.31,0,0
Salford Royal NHS FT,North West,2018,9,Sep,2018-09,8892,2266,893,90.0,10.0,25.5,83.0,2.2,86.5,13.5,9299.0,-5.32,0,0
Salford Royal NHS FT,North West,2018,10,Oct,2018-10,8936,2156,1237,86.1,13.9,24.1,106.0,7.6,90.0,10.0,9073.0,0.49,0,0
Salford Royal NHS FT,North West,2018,11,Nov,2018-11,9596,2307,1529,84.1,15.9,24.0,99.0,7.5,86.1,13.9,9141.0,7.39,1,0
Salford Royal NHS FT,North West,2018,12,Dec,2018-12,9795,2892,1826,81.4,18.6,29.5,97.0,3.8,84.1,15.9,9442.0,2.07,1,0
Salford Royal NHS FT,North West,2019,1,Jan,2019-01,10639,2827,2239,78.9,21.1,26.6,145.0,9.2,81.4,18.6,10010.0,8.62,1,0
Salford Royal NHS FT,North West,2019,2,Feb,2019-02,9997,2683,1699,83.0,17.0,26.8,102.0,5.9,78.9,21.1,10144.0,-6.03,1,0
Salford Royal NHS FT,North West,2019,3,Mar,2019-03,9926,2442,1454,85.3,14.7,24.6,108.0,7.1,83.0,17.0,10187.0,-0.71,0,0
Salford Royal NHS FT,North West,2019,4,Apr,2019-04,9094,2695,1317,85.5,14.5,29.6,105.0,3.8,85.3,14.7,9672.0,-8.38,0,0
Salford Royal NHS FT,North West,2019,5,May,2019-05,9018,2258,1225,86.4,13.6,25.0,94.0,5.2,85.5,14.5,9346.0,-0.84,0,0
Salford Royal NHS FT,North West,2019,6,Jun,2019-06,9083,2790,1291,85.8,14.2,30.7,77.0,2.8,86.4,13.6,9065.0,0.72,0,0
Salford Royal NHS FT,North West,2019,7,Jul,2019-07,9246,2822,1250,86.5,13.5,30.5,98.0,6.7,85.8,14.2,9116.0,1.79,0,0
Salford Royal NHS FT,North West,2019,8,Aug,2019-08,9509,2588,1390,85.4,14.6,27.2,92.0,2.6,86.5,13.5,9279.0,2.84,0,0
Salford Royal NHS FT,North West,2019,9,Sep,2019-09,9018,2647,1152,87.2,12.8,29.4,92.0,2.4,85.4,14.6,9258.0,-5.16,0,0
Salford Royal NHS FT,North West,2019,10,Oct,2019-10,9270,2790,1492,83.9,16.1,30.1,96.0,3.6,87.2,12.8,9266.0,2.79,0,0
Salford Royal NHS FT,North West,2019,11,Nov,2019-11,10260,2514,1766,82.8,17.2,24.5,97.0,4.5,83.9,16.1,9516.0,10.68,1,0
Salford Royal NHS FT,North West,2019,12,Dec,2019-12,10510,3242,1893,82.0,18.0,30.9,93.0,6.0,82.8,17.2,10013.0,2.44,1,0
Salford Royal NHS FT,North West,2020,1,Jan,2020-01,10940,3044,2544,76.7,23.3,27.8,135.0,5.7,82.0,18.0,10570.0,4.09,1,0
Salford Royal NHS FT,North West,2020,2,Feb,2020-02,10189,3055,1923,81.1,18.9,30.0,78.0,4.2,76.7,23.3,10546.0,-6.86,1,0
Salford Royal NHS FT,North West,2020,3,Mar,2020-03,9604,2391,1564,83.7,16.3,24.9,100.0,3.3,81.1,18.9,10244.0,-5.74,0,1
Salford Royal NHS FT,North West,2020,4,Apr,2020-04,5023,1482,771,84.6,15.4,29.5,83.0,6.2,83.7,16.3,8272.0,-47.7,0,1
Salford Royal NHS FT,North West,2020,5,May,2020-05,4768,1435,592,87.6,12.4,30.1,79.0,6.6,84.6,15.4,6465.0,-5.08,0,1
Salford Royal NHS FT,North West,2020,6,Jun,2020-06,5063,1366,773,84.7,15.3,27.0,81.0,6.6,87.6,12.4,4951.0,6.19,0,1
Salford Royal NHS FT,North West,2020,7,Jul,2020-07,7994,2201,1348,83.1,16.9,27.5,104.0,8.5,84.7,15.3,5942.0,57.89,0,0
Salford Royal NHS FT,North West,2020,8,Aug,2020-08,8064,2237,1168,85.5,14.5,27.7,89.0,7.2,83.1,16.9,7040.0,0.88,0,0
Salford Royal NHS FT,North West,2020,9,Sep,2020-09,7231,1983,1041,85.6,14.4,27.4,105.0,7.0,85.5,14.5,7763.0,-10.33,0,0
Salford Royal NHS FT,North West,2020,10,Oct,2020-10,9252,2539,1568,83.0,17.0,27.4,95.0,4.4,85.6,14.4,8182.0,27.95,0,0
Salford Royal NHS FT,North West,2020,11,Nov,2020-11,10306,2714,1941,81.2,18.8,26.3,79.0,5.0,83.0,17.0,8930.0,11.39,1,0
Salford Royal NHS FT,North West,2020,12,Dec,2020-12,10818,2724,2333,78.4,21.6,25.2,131.0,6.4,81.2,18.8,10125.0,4.97,1,0
Salford Royal NHS FT,North West,2021,1,Jan,2021-01,10503,2920,3255,69.0,31.0,27.8,191.0,10.0,78.4,21.6,10542.0,-2.91,1,0
Salford Royal NHS FT,North West,2021,2,Feb,2021-02,10390,2768,2797,73.1,26.9,26.6,122.0,7.9,69.0,31.0,10570.0,-1.08,1,0
Salford Royal NHS FT,North West,2021,3,Mar,2021-03,9926,2525,2506,74.7,25.3,25.4,142.0,6.0,73.1,26.9,10273.0,-4.47,0,0
Salford Royal NHS FT,North West,2021,4,Apr,2021-04,9141,2410,2027,77.8,22.2,26.4,135.0,6.0,74.7,25.3,9819.0,-7.91,0,0
Salford Royal NHS FT,North West,2021,5,May,2021-05,9186,2752,2166,76.4,23.6,30.0,119.0,10.5,77.8,22.2,9418.0,0.49,0,0
Salford Royal NHS FT,North West,2021,6,Jun,2021-06,9186,2409,1965,78.6,21.4,26.2,151.0,5.2,76.4,23.6,9171.0,0.0,0,0
Salford Royal NHS FT,North West,2021,7,Jul,2021-07,9704,2384,2311,76.2,23.8,24.6,119.0,11.0,78.6,21.4,9359.0,5.64,0,0
Salford Royal NHS FT,North West,2021,8,Aug,2021-08,10635,3239,2688,74.7,25.3,30.5,135.0,7.5,76.2,23.8,9842.0,9.59,0,0
Salford Royal NHS FT,North West,2021,9,Sep,2021-09,9350,2891,2071,77.8,22.2,30.9,122.0,8.8,74.7,25.3,9896.0,-12.08,0,0
Salford Royal NHS FT,North West,2021,10,Oct,2021-10,9146,2197,2408,73.7,26.3,24.0,155.0,11.0,77.8,22.2,9710.0,-2.18,0,0
Salford Royal NHS FT,North West,2021,11,Nov,2021-11,10479,2735,2855,72.8,27.2,26.1,117.0,8.2,73.7,26.3,9658.0,14.57,1,0
Salford Royal NHS FT,North West,2021,12,Dec,2021-12,10518,2921,2972,71.7,28.3,27.8,113.0,7.0,72.8,27.2,10048.0,0.37,1,0
Salford Royal NHS FT,North West,2022,1,Jan,2022-01,10742,3279,3721,65.4,34.6,30.5,196.0,13.9,71.7,28.3,10580.0,2.13,1,0
Salford Royal NHS FT,North West,2022,2,Feb,2022-02,10584,2620,3528,66.7,33.3,24.8,212.0,13.4,65.4,34.6,10615.0,-1.47,1,0
Salford Royal NHS FT,North West,2022,3,Mar,2022-03,9861,2703,2981,69.8,30.2,27.4,196.0,13.3,66.7,33.3,10396.0,-6.83,0,0
Salford Royal NHS FT,North West,2022,4,Apr,2022-04,9418,2293,2554,72.9,27.1,24.4,113.0,7.6,69.8,30.2,9954.0,-4.49,0,0
Salford Royal NHS FT,North West,2022,5,May,2022-05,8822,2563,2189,75.2,24.8,29.1,116.0,10.7,72.9,27.1,9367.0,-6.33,0,0
Salford Royal NHS FT,North West,2022,6,Jun,2022-06,9193,2366,2489,72.9,27.1,25.7,127.0,8.0,75.2,24.8,9144.0,4.21,0,0
Salford Royal NHS FT,North West,2022,7,Jul,2022-07,10121,3127,2849,71.8,28.2,30.9,113.0,7.7,72.9,27.1,9379.0,10.09,0,0
Salford Royal NHS FT,North West,2022,8,Aug,2022-08,10047,2449,2841,71.7,28.3,24.4,148.0,10.0,71.8,28.2,9787.0,-0.73,0,0
Salford Royal NHS FT,North West,2022,9,Sep,2022-09,9378,2362,2489,73.5,26.5,25.2,119.0,8.2,71.7,28.3,9849.0,-6.66,0,0
Salford Royal NHS FT,North West,2022,10,Oct,2022-10,9720,2411,2910,70.1,29.9,24.8,154.0,7.6,73.5,26.5,9715.0,3.65,0,0
Salford Royal NHS FT,North West,2022,11,Nov,2022-11,10672,2783,3216,69.9,30.1,26.1,164.0,8.4,70.1,29.9,9923.0,9.79,1,0
Salford Royal NHS FT,North West,2022,12,Dec,2022-12,10976,3235,3591,67.3,32.7,29.5,216.0,12.6,69.9,30.1,10456.0,2.85,1,0
Salford Royal NHS FT,North West,2023,1,Jan,2023-01,10970,3279,4312,60.7,39.3,29.9,169.0,11.2,67.3,32.7,10873.0,-0.05,1,0
Salford Royal NHS FT,North West,2023,2,Feb,2023-02,10966,3338,4076,62.8,37.2,30.4,197.0,10.6,60.7,39.3,10971.0,-0.04,1,0
Salford Royal NHS FT,North West,2023,3,Mar,2023-03,10669,2812,3761,64.7,35.3,26.4,181.0,9.6,62.8,37.2,10868.0,-2.71,0,0
Salford Royal NHS FT,North West,2023,4,Apr,2023-04,9513,2550,3119,67.2,32.8,26.8,178.0,13.1,64.7,35.3,10383.0,-10.84,0,0
Salford Royal NHS FT,North West,2023,5,May,2023-05,9545,2535,2975,68.8,31.2,26.6,179.0,8.8,67.2,32.8,9909.0,0.34,0,0
Salford Royal NHS FT,North West,2023,6,Jun,2023-06,9843,2493,2899,70.5,29.5,25.3,127.0,7.9,68.8,31.2,9634.0,3.12,0,0
Salford Royal NHS FT,North West,2023,7,Jul,2023-07,10406,3215,3465,66.7,33.3,30.9,206.0,11.0,70.5,29.5,9931.0,5.72,0,0
Salford Royal NHS FT,North West,2023,8,Aug,2023-08,10661,2972,3320,68.9,31.1,27.9,166.0,10.2,66.7,33.3,10303.0,2.45,0,0
Salford Royal NHS FT,North West,2023,9,Sep,2023-09,9776,2791,2953,69.8,30.2,28.6,211.0,12.9,68.9,31.1,10281.0,-8.3,0,0
Salford Royal NHS FT,North West,2023,10,Oct,2023-10,10139,2819,3488,65.6,34.4,27.8,203.0,13.6,69.8,30.2,10192.0,3.71,0,0
Salford Royal NHS FT,North West,2023,11,Nov,2023-11,10685,3160,3912,63.4,36.6,29.6,202.0,10.3,65.6,34.4,10200.0,5.39,1,0
Salford Royal NHS FT,North West,2023,12,Dec,2023-12,10955,2887,4227,61.4,38.6,26.4,156.0,12.9,63.4,36.6,10593.0,2.53,1,0
Salford Royal NHS FT,North West,2024,1,Jan,2024-01,11513,3297,4065,64.7,35.3,28.6,209.0,10.7,61.4,38.6,11051.0,5.09,1,0
Salford Royal NHS FT,North West,2024,2,Feb,2024-02,10636,2669,3497,67.1,32.9,25.1,218.0,13.6,64.7,35.3,11035.0,-7.62,1,0
Salford Royal NHS FT,North West,2024,3,Mar,2024-03,10471,2584,3126,70.1,29.9,24.7,124.0,11.3,67.1,32.9,10873.0,-1.55,0,0
Salford Royal NHS FT,North West,2024,4,Apr,2024-04,9556,2337,2587,72.9,27.1,24.5,135.0,10.0,70.1,29.9,10221.0,-8.74,0,0
Salford Royal NHS FT,North West,2024,5,May,2024-05,9589,2546,2710,71.7,28.3,26.6,148.0,8.1,72.9,27.1,9872.0,0.35,0,0
Salford Royal NHS FT,North West,2024,6,Jun,2024-06,10028,2941,2761,72.5,27.5,29.3,142.0,7.9,71.7,28.3,9724.0,4.58,0,0
Salford Royal NHS FT,North West,2024,7,Jul,2024-07,10528,2845,2928,72.2,27.8,27.0,153.0,9.4,72.5,27.5,10048.0,4.99,0,0
Salford Royal NHS FT,North West,2024,8,Aug,2024-08,10461,3207,3214,69.3,30.7,30.7,176.0,13.0,72.2,27.8,10339.0,-0.64,0,0
Salford Royal NHS FT,North West,2024,9,Sep,2024-09,9967,2450,2879,71.1,28.9,24.6,143.0,9.0,69.3,30.7,10319.0,-4.72,0,0
Salford Royal NHS FT,North West,2024,10,Oct,2024-10,10197,2793,3111,69.5,30.5,27.4,206.0,10.0,71.1,28.9,10208.0,2.31,0,0
Salford Royal NHS FT,North West,2024,11,Nov,2024-11,10720,2848,3568,66.7,33.3,26.6,189.0,13.5,69.5,30.5,10295.0,5.13,1,0
Salford Royal NHS FT,North West,2024,12,Dec,2024-12,11045,3169,3831,65.3,34.7,28.7,173.0,10.8,66.7,33.3,10654.0,3.03,1,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2018,2,Feb,2018-02,12885,3898,2477,80.8,19.2,30.3,98.0,4.6,82.2,17.8,13540.0,-9.22,1,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2018,3,Mar,2018-03,12539,3082,1881,85.0,15.0,24.6,106.0,7.1,80.8,19.2,13206.0,-2.69,0,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2018,4,Apr,2018-04,11644,3135,1233,89.4,10.6,26.9,109.0,4.7,85.0,15.0,12356.0,-7.14,0,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2018,5,May,2018-05,11522,3476,1417,87.7,12.3,30.2,90.0,2.3,89.4,10.6,11902.0,-1.05,0,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2018,6,Jun,2018-06,11301,3129,1268,88.8,11.2,27.7,100.0,6.3,87.7,12.3,11489.0,-1.92,0,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2018,7,Jul,2018-07,12176,3081,1465,88.0,12.0,25.3,105.0,6.1,88.8,11.2,11666.0,7.74,0,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2018,8,Aug,2018-08,13002,3406,1706,86.9,13.1,26.2,91.0,6.5,88.0,12.0,12160.0,6.78,0,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2018,9,Sep,2018-09,11602,3185,1454,87.5,12.5,27.5,104.0,3.4,86.9,13.1,12260.0,-10.77,0,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2018,10,Oct,2018-10,11686,3480,1532,86.9,13.1,29.8,79.0,3.0,87.5,12.5,12097.0,0.72,0,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2018,11,Nov,2018-11,12588,3417,2149,82.9,17.1,27.2,101.0,6.9,86.9,13.1,11959.0,7.72,1,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2018,12,Dec,2018-12,13570,4056,2585,80.9,19.1,29.9,91.0,9.5,82.9,17.1,12615.0,7.8,1,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2019,1,Jan,2019-01,14199,4079,3260,77.0,23.0,28.7,125.0,9.2,80.9,19.1,13452.0,4.64,1,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2019,2,Feb,2019-02,12974,3890,2759,78.7,21.3,30.0,120.0,9.5,77.0,23.0,13581.0,-8.63,1,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2019,3,Mar,2019-03,12600,3636,2128,83.1,16.9,28.9,93.0,4.7,78.7,21.3,13258.0,-2.88,0,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2019,4,Apr,2019-04,11577,3024,1890,83.7,16.3,26.1,98.0,8.3,83.1,16.9,12384.0,-8.12,0,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2019,5,May,2019-05,11949,3527,1422,88.1,11.9,29.5,98.0,2.7,83.7,16.3,12042.0,3.21,0,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2019,6,Jun,2019-06,12361,3451,1580,87.2,12.8,27.9,79.0,4.2,88.1,11.9,11962.0,3.45,0,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2019,7,Jul,2019-07,12786,3557,1727,86.5,13.5,27.8,88.0,7.6,87.2,12.8,12365.0,3.44,0,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2019,8,Aug,2019-08,12782,3105,2080,83.7,16.3,24.3,101.0,8.2,86.5,13.5,12643.0,-0.03,0,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2019,9,Sep,2019-09,11641,3031,1458,87.5,12.5,26.0,107.0,5.9,83.7,16.3,12403.0,-8.93,0,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2019,10,Oct,2019-10,12513,3846,2239,82.1,17.9,30.7,100.0,5.1,87.5,12.5,12312.0,7.49,0,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2019,11,Nov,2019-11,13540,4076,2618,80.7,19.3,30.1,79.0,8.0,82.1,17.9,12565.0,8.21,1,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2019,12,Dec,2019-12,13726,3526,3030,77.9,22.1,25.7,111.0,7.5,80.7,19.3,13260.0,1.37,1,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2020,1,Jan,2020-01,14069,3669,3175,77.4,22.6,26.1,123.0,9.4,77.9,22.1,13778.0,2.5,1,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2020,2,Feb,2020-02,13180,3949,2616,80.1,19.9,30.0,98.0,7.5,77.4,22.6,13658.0,-6.32,1,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2020,3,Mar,2020-03,13463,3305,2722,79.8,20.2,24.6,121.0,8.8,80.1,19.9,13571.0,2.15,0,1
Sheffield Teaching Hospitals,Yorkshire & Humber,2020,4,Apr,2020-04,6385,1977,998,84.4,15.6,31.0,105.0,5.6,79.8,20.2,11009.0,-52.57,0,1
Sheffield Teaching Hospitals,Yorkshire & Humber,2020,5,May,2020-05,6268,1767,823,86.9,13.1,28.2,79.0,2.2,84.4,15.6,8705.0,-1.83,0,1
Sheffield Teaching Hospitals,Yorkshire & Humber,2020,6,Jun,2020-06,6920,2062,988,85.7,14.3,29.8,106.0,5.4,86.9,13.1,6524.0,10.4,0,1
Sheffield Teaching Hospitals,Yorkshire & Humber,2020,7,Jul,2020-07,10457,2741,1750,83.3,16.7,26.2,90.0,7.5,85.7,14.3,7882.0,51.11,0,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2020,8,Aug,2020-08,10828,2934,1721,84.1,15.9,27.1,96.0,6.4,83.3,16.7,9402.0,3.55,0,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2020,9,Sep,2020-09,9718,2493,1424,85.3,14.7,25.7,93.0,2.8,84.1,15.9,10334.0,-10.25,0,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2020,10,Oct,2020-10,12317,3518,2157,82.5,17.5,28.6,108.0,6.7,85.3,14.7,10954.0,26.74,0,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2020,11,Nov,2020-11,13688,3892,2729,80.1,19.9,28.4,77.0,5.5,82.5,17.5,11908.0,11.13,1,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2020,12,Dec,2020-12,13769,3348,3039,77.9,22.1,24.3,116.0,6.4,80.1,19.9,13258.0,0.59,1,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2021,1,Jan,2021-01,15093,4131,4850,67.9,32.1,27.4,168.0,11.9,77.9,22.1,14183.0,9.62,1,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2021,2,Feb,2021-02,13668,3774,4255,68.9,31.1,27.6,155.0,7.9,67.9,32.1,14177.0,-9.44,1,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2021,3,Mar,2021-03,12981,3213,3805,70.7,29.3,24.8,125.0,12.1,68.9,31.1,13914.0,-5.03,0,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2021,4,Apr,2021-04,12339,3214,3012,75.6,24.4,26.1,152.0,7.9,70.7,29.3,12996.0,-4.95,0,0
Sheffield Teaching Hospitals,Yorkshire & Humber,2021,5,May,2021-05,11618,2880,2613,77.5,22.5,24.8,126.0,7.9,75.6,24.4,12313.0,-5.84,0,0
